mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
84	84	167	167	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	845		articStaccatoBelow									
84	84	335/2	335/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	846		articStaccatoBelow									
85	85	168	168	0.0		0	0	Dynamic	2/4	1	1	0					pp										
85	85	168	168	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	847											
85	85	337/2	337/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	848											
85	85	169	169	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	849											
85	85	339/2	339/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	850											
85	85	168	168	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	851											
85	85	337/2	337/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	852											
85	85	169	169	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	853											
85	85	339/2	339/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	854											
85	85	168	168	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	855											
85	85	337/2	337/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	856											
85	85	169	169	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	857											
85	85	339/2	339/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	858											
85	85	168	168	0.0		0	0	Dynamic	2/4	4	1	0					pp										
85	85	168	168	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	859											
85	85	337/2	337/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	860											
85	85	169	169	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	861											
85	85	339/2	339/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	862											
86	86	170	170	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	863											
86	86	341/2	341/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	864											
86	86	171	171	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	865											
86	86	343/2	343/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	866											
86	86	170	170	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	867											
86	86	341/2	341/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	868											
86	86	171	171	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	869											
86	86	343/2	343/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	870											
86	86	170	170	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	871											
86	86	341/2	341/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	872											
86	86	171	171	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	873											
86	86	343/2	343/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	874											
86	86	170	170	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	875											
86	86	341/2	341/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	876											
86	86	171	171	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	877											
86	86	343/2	343/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	878											
87	87	172	172	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	879											
87	87	345/2	345/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	880											
87	87	173	173	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	881											
87	87	347/2	347/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	882											
87	87	172	172	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	883											
87	87	345/2	345/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	884											
87	87	173	173	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	885											
87	87	347/2	347/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	886											
87	87	172	172	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	887											
87	87	345/2	345/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	888											
87	87	173	173	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	889											
87	87	347/2	347/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	890											
87	87	172	172	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	891											
87	87	345/2	345/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	892											
87	87	173	173	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	893											
87	87	347/2	347/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	894											
88	88	174	174	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	895											
88	88	349/2	349/2	0.0		1/8	1/8	StaffText	2/4	1	1	0							<i>stacc.</i>								
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	896		articStaccatoAbove									
88	88	175	175	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	897		articStaccatoAbove									
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	898		articStaccatoAbove									
88	88	174	174	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	899											
88	88	349/2	349/2	0.0		1/8	1/8	StaffText	2/4	2	1	0							<i>stacc.</i>								
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	900		articStaccatoBelow									
88	88	175	175	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	901		articStaccatoBelow									
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	902		articStaccatoBelow									
88	88	174	174	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	903											
88	88	349/2	349/2	0.0		1/8	1/8	StaffText	2/4	3	1	0							<i>stacc.</i>								
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	904		articStaccatoBelow									
88	88	175	175	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	905		articStaccatoBelow									
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	906		articStaccatoBelow									
88	88	174	174	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	907											
88	88	349/2	349/2	0.0		1/8	1/8	StaffText	2/4	4	1	0							<i>stacc.</i>								
88	88	349/2	349/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	908		articStaccatoBelow									
88	88	175	175	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	909		articStaccatoBelow									
88	88	351/2	351/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	910		articStaccatoBelow									
89	89	176	176	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	911		articStaccatoAbove									
89	89	353/2	353/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	912		articStaccatoAbove									
89	89	177	177	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	913		articStaccatoAbove									
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	914		articStaccatoAbove									
89	89	176	176	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	915		articStaccatoBelow									
89	89	353/2	353/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	916		articStaccatoBelow									
89	89	177	177	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	917		articStaccatoBelow									
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	918		articStaccatoBelow									
89	89	176	176	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	919		articStaccatoAbove									
89	89	353/2	353/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	920		articStaccatoAbove									
89	89	177	177	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	921		articStaccatoAbove									
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	922		articStaccatoAbove									
89	89	176	176	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	923		articStaccatoBelow									
89	89	353/2	353/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	924		articStaccatoBelow									
89	89	177	177	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	925		articStaccatoBelow									
89	89	355/2	355/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	926		articStaccatoBelow									
90	90	178	178	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	927		articStaccatoAbove									
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	928		articStaccatoAbove									
90	90	179	179	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	929		articStaccatoAbove									
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	930		articStaccatoAbove									
90	90	178	178	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	931		articStaccatoBelow									
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	932		articStaccatoBelow									
90	90	179	179	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	933		articStaccatoBelow									
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	934		articStaccatoBelow									
90	90	178	178	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	935		articStaccatoAbove									
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	936		articStaccatoAbove									
90	90	179	179	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	937		articStaccatoAbove									
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	938		articStaccatoAbove									
90	90	178	178	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	939		articStaccatoAbove									
90	90	357/2	357/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	940		articStaccatoAbove									
90	90	179	179	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	941		articStaccatoAbove									
90	90	359/2	359/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	942		articStaccatoAbove									
91	91	180	180	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	943											
91	91	361/2	361/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	944											
91	91	181	181	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	945											
91	91	363/2	363/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	946											
91	91	180	180	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	947		articStaccatoAbove									
91	91	361/2	361/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	948		articStaccatoAbove									
91	91	181	181	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	949		articStaccatoAbove									
91	91	363/2	363/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	950		articStaccatoAbove									
91	91	180	180	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	951											
91	91	180	180	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	952		articStaccatoAbove									
91	91	361/2	361/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	953		articStaccatoAbove									
91	91	181	181	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	954		articStaccatoAbove									
91	91	363/2	363/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	955		articStaccatoAbove									
92	92	182	182	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	956											
92	92	365/2	365/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	957											
92	92	183	183	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	958											
92	92	367/2	367/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	959											
92	92	182	182	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	960											
92	92	365/2	365/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	961											
92	92	183	183	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	962											
92	92	367/2	367/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	963											
92	92	365/2	365/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	964											
92	92	183	183	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	965											
92	92	367/2	367/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	966											
92	92	182	182	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	967											
92	92	365/2	365/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	968											
92	92	183	183	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	969											
92	92	367/2	367/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	970											
93	93	184	184	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	971											
93	93	369/2	369/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	972											
93	93	185	185	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	973											
93	93	371/2	371/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	974											
93	93	184	184	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	975											
93	93	369/2	369/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	976											
93	93	185	185	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	977											
93	93	371/2	371/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	978											
93	93	184	184	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	979											
93	93	369/2	369/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	980											
93	93	185	185	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	981											
93	93	371/2	371/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	982											
93	93	184	184	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	983											
93	93	369/2	369/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	984											
93	93	185	185	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	985											
93	93	371/2	371/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	986											
94	94	186	186	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	987											
94	94	373/2	373/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	988											
94	94	187	187	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	989											
94	94	375/2	375/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	990											
94	94	186	186	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	991											
94	94	373/2	373/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	992											
94	94	187	187	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	993											
94	94	375/2	375/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	994											
94	94	186	186	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	995											
94	94	373/2	373/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	996											
94	94	187	187	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	997											
94	94	375/2	375/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	998											
94	94	186	186	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	999											
94	94	373/2	373/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1000											
94	94	187	187	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1001											
94	94	375/2	375/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1002											
95	95	188	188	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1003											
95	95	377/2	377/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	1004											
95	95	189	189	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	1005											
95	95	379/2	379/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	1006											
95	95	188	188	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1007											
95	95	377/2	377/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	1008											
95	95	189	189	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	1009											
95	95	379/2	379/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	1010											
95	95	188	188	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1011											
95	95	377/2	377/2	0.25		1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	1012											
95	95	189	189	0.25		1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	1013											
95	95	379/2	379/2	0.25		3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	1014											
95	95	188	188	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1015											
95	95	377/2	377/2	0.25		1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	1016											
95	95	189	189	0.25		1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	1017											
95	95	379/2	379/2	0.25		3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	1018											
96	96	190	190	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	1019											
96	96	381/2	381/2	0.0		1/8	1/8	StaffText	2/4	1	1	0							"<font face=""Plantin MT Std""/><i>stacc.</i>"								
96	96	381/2	381/2	0.0		1/8	1/8	Spanner	2/4	1	1	0															0
96	96	381/2	381/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1020		articStaccatoBelow									0
96	96	191	191	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1021		articStaccatoBelow									0
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1022		articStaccatoBelow									0
96	96	190	190	0.25		0	0	Chord	2/4	2	1	1/16		1/16	1	1023											
96	96	381/2	381/2	0.0		1/8	1/8	StaffText	2/4	2	1	0							"<font face=""Plantin MT Std""/><i>stacc.</i>"								
96	96	381/2	381/2	0.0		1/8	1/8	Spanner	2/4	2	1	0															1
96	96	381/2	381/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1024		articStaccatoBelow									1
96	96	191	191	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1025		articStaccatoBelow									1
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1026		articStaccatoBelow									1
96	96	190	190	0.25		0	0	Chord	2/4	3	1	1/16		1/16	1	1027											
96	96	381/2	381/2	0.0		1/8	1/8	StaffText	2/4	3	1	0							"<font face=""Plantin MT Std""/><i>stacc.</i>"								
96	96	381/2	381/2	0.0		1/8	1/8	Spanner	2/4	3	1	0															2
96	96	381/2	381/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1028		articStaccatoAbove									2
96	96	191	191	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1029		articStaccatoAbove									2
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1030		articStaccatoAbove									2
96	96	190	190	0.25		0	0	Chord	2/4	4	1	1/16		1/16	1	1031											
96	96	381/2	381/2	0.0		1/8	1/8	StaffText	2/4	4	1	0							"<font face=""Plantin MT Std""/><i>stacc.</i>"								
96	96	381/2	381/2	0.0		1/8	1/8	Spanner	2/4	4	1	0															3
96	96	381/2	381/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1032		articStaccatoAbove									3
96	96	191	191	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1033		articStaccatoAbove									3
96	96	383/2	383/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1034		articStaccatoAbove									3
97	97	192	192	0.0		0	0	Spanner	2/4	1	1	0															
97	97	192	192	0.0		0	0	Spanner	2/4	1	1	0														0	
97	97	192	192	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1035		articStaccatoAbove								0	
97	97	385/2	385/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1036		articStaccatoAbove								0	
97	97	193	193	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1037		articStaccatoAbove								0	
97	97	387/2	387/2	0.0		3/8	3/8	Spanner	2/4	1	1	0															
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1038		articStaccatoAbove									
97	97	192	192	0.0		0	0	Spanner	2/4	2	1	0															
97	97	192	192	0.0		0	0	Spanner	2/4	2	1	0														1	
97	97	192	192	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1039										1	
97	97	385/2	385/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1040										1	
97	97	193	193	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1041										1	
97	97	387/2	387/2	0.0		3/8	3/8	Spanner	2/4	2	1	0															
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1042											
97	97	192	192	0.0		0	0	Spanner	2/4	3	1	0															
97	97	192	192	0.0		0	0	Spanner	2/4	3	1	0														2	
97	97	192	192	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1043										2	
97	97	385/2	385/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1044										2	
97	97	193	193	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1045										2	
97	97	387/2	387/2	0.0		3/8	3/8	Spanner	2/4	3	1	0															
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1046											
97	97	192	192	0.0		0	0	Spanner	2/4	4	1	0															
97	97	192	192	0.0		0	0	Spanner	2/4	4	1	0														3	
97	97	192	192	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1047										3	
97	97	385/2	385/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1048										3	
97	97	193	193	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1049										3	
97	97	387/2	387/2	0.0		3/8	3/8	Spanner	2/4	4	1	0															
97	97	387/2	387/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1050											
98	98	194	194	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1051											
98	98	389/2	389/2	0.0		1/8	1/8	Spanner	2/4	1	1	0															4
98	98	389/2	389/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1052											4
98	98	195	195	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1053											4
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1054											4
98	98	194	194	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1055											
98	98	389/2	389/2	0.0		1/8	1/8	Spanner	2/4	2	1	0															5
98	98	389/2	389/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1056											5
98	98	195	195	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1057											5
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1058											5
98	98	194	194	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1059											
98	98	389/2	389/2	0.0		1/8	1/8	Spanner	2/4	3	1	0															6
98	98	389/2	389/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1060											6
98	98	195	195	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1061											6
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1062											6
98	98	194	194	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1063											
98	98	389/2	389/2	0.0		1/8	1/8	Spanner	2/4	4	1	0															7
98	98	389/2	389/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1064											7
98	98	195	195	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1065											7
98	98	391/2	391/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1066											7
99	99	196	196	0.0		0	0	Spanner	2/4	1	1	0															
99	99	196	196	0.0		0	0	Spanner	2/4	1	1	0														4	
99	99	196	196	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1067										4	
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1068										4	
99	99	197	197	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1069										4	
99	99	395/2	395/2	0.0		3/8	3/8	Spanner	2/4	1	1	0															
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1070											
99	99	196	196	0.0		0	0	Spanner	2/4	2	1	0															
99	99	196	196	0.0		0	0	Spanner	2/4	2	1	0														5	
99	99	196	196	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1071										5	
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	1072										5	
99	99	197	197	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	1073										5	
99	99	395/2	395/2	0.0		3/8	3/8	Spanner	2/4	2	1	0															
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	1074											
99	99	196	196	0.0		0	0	Spanner	2/4	3	1	0															
99	99	196	196	0.0		0	0	Spanner	2/4	3	1	0														6	
99	99	196	196	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1075										6	
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1076										6	
99	99	197	197	0.5		1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	1077										6	
99	99	395/2	395/2	0.0		3/8	3/8	Spanner	2/4	3	1	0															
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	1078											
99	99	196	196	0.0		0	0	Spanner	2/4	4	1	0															
99	99	196	196	0.0		0	0	Spanner	2/4	4	1	0														7	
99	99	196	196	0.5		0	0	Chord	2/4	4	1	1/8		1/8	1	1079										7	
99	99	393/2	393/2	0.5		1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	1080										7	
99	99	197	197	0.5		1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	1081										7	
99	99	395/2	395/2	0.0		3/8	3/8	Spanner	2/4	4	1	0															
99	99	395/2	395/2	0.5		3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	1082											
100	100	198	198	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	1083											
100	100	397/2	397/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	1084											
100	100	199	199	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	1085											
100	100	399/2	399/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	1086											
100	100	198	198	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	1087											
100	100	198	198	0.5		0	0	Chord	2/4	3	1	1/8		1/8	1	1088											
100	100	397/2	397/2	0.5		1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	1089											
