mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
233	230	690	696	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1846													
233	230	1381/2	1393/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1847													
233	230	688	694	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1848													
233	230	690	696	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1849													
234	231	691	697	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1850									243				
234	231	693	699	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1851													
234	231	691	697	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1852													
234	231	1383/2	1395/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1853													
234	231	692	698	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1854													
234	231	1385/2	1397/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1855													
234	231	693	699	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1856													
234	231	1387/2	1399/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1857													
234	231	691	697	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1858													
234	231	1383/2	1395/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1859													
234	231	692	698	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1860													
234	231	1385/2	1397/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1861													
234	231	693	699	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1862													
234	231	1387/2	1399/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1863													
234	231	691	697	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1864													
234	231	692	698	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1865													
235	232	694	700	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1866													
235	232	695	701	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1867													
235	232	1393/2	1405/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1868													
235	232	694	700	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1869													
235	232	1389/2	1401/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1870													
235	232	695	701	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1871													
235	232	1391/2	1403/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1872													
235	232	696	702	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1873													
235	232	1393/2	1405/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1874													
235	232	694	700	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1875													
235	232	1389/2	1401/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1876													
235	232	695	701	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1877													
235	232	1391/2	1403/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1878													
235	232	696	702	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1879													
235	232	1393/2	1405/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1880													
235	232	694	700	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1881													
235	232	696	702	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1882													
236	233	697	703	0.0		0	0	Dynamic	3/4	1	1	0					sf												
236	233	697	703	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1883													
236	233	699	705	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1884													
236	233	697	703	0.0		0	0	Dynamic	3/4	2	1	0					sf												
236	233	697	703	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1885													
236	233	1395/2	1407/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1886													
236	233	698	704	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1887													
236	233	1397/2	1409/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1888													
236	233	699	705	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1889													
236	233	1399/2	1411/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1890													
236	233	697	703	0.0		0	0	Dynamic	3/4	3	1	0					sf												
236	233	697	703	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1891													
236	233	1395/2	1407/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1892													
236	233	698	704	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1893													
236	233	1397/2	1409/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1894													
236	233	699	705	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1895													
236	233	1399/2	1411/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1896													
236	233	697	703	0.0		0	0	Dynamic	3/4	4	1	0					sf												
236	233	697	703	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1897													
236	233	698	704	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1898													
237	234	700	706	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1899													
237	234	701	707	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1900													
237	234	1405/2	1417/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1901													
237	234	700	706	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1902													
237	234	1401/2	1413/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1903													
237	234	701	707	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1904													
237	234	1403/2	1415/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1905													
237	234	702	708	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1906													
237	234	1405/2	1417/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1907													
237	234	700	706	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1908													
237	234	1401/2	1413/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1909													
237	234	701	707	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1910													
237	234	1403/2	1415/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1911													
237	234	702	708	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1912													
237	234	1405/2	1417/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1913													
237	234	700	706	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1914													
237	234	702	708	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1915													
238	235	703	709	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1916									244				
238	235	705	711	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1917													
238	235	703	709	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1918													
238	235	1407/2	1419/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1919													
238	235	704	710	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1920													
238	235	1409/2	1421/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1921													
238	235	705	711	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1922													
238	235	1411/2	1423/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1923													
238	235	703	709	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1924													
238	235	1407/2	1419/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1925													
238	235	704	710	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1926													
238	235	1409/2	1421/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1927													
238	235	705	711	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1928													
238	235	1411/2	1423/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1929													
238	235	703	709	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1930													
238	235	704	710	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1931													
239	236	706	712	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1932													
239	236	707	713	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1933													
239	236	1417/2	1429/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1934													
239	236	706	712	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1935													
239	236	1413/2	1425/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1936													
239	236	707	713	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1937													
239	236	1415/2	1427/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1938													
239	236	708	714	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1939													
239	236	1417/2	1429/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1940													
239	236	706	712	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1941													
239	236	1413/2	1425/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1942													
239	236	707	713	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1943													
239	236	1415/2	1427/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1944													
239	236	708	714	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1945													
239	236	1417/2	1429/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1946													
239	236	706	712	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1947													
239	236	708	714	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1948													
240	237	709	715	0.0		0	0	Dynamic	3/4	1	1	0					sf												
240	237	709	715	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1949													
240	237	711	717	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1950													
240	237	709	715	0.0		0	0	Dynamic	3/4	2	1	0					sf												
240	237	709	715	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1951													
240	237	1419/2	1431/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1952													
240	237	710	716	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1953													
240	237	1421/2	1433/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1954													
240	237	711	717	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1955													
240	237	1423/2	1435/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1956													
240	237	709	715	0.0		0	0	Dynamic	3/4	3	1	0					sf												
240	237	709	715	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1957													
240	237	1419/2	1431/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1958													
240	237	710	716	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1959													
240	237	1421/2	1433/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1960													
240	237	711	717	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1961													
240	237	1423/2	1435/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1962													
240	237	709	715	0.0		0	0	Dynamic	3/4	4	1	0					sf												
240	237	709	715	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1963													
240	237	710	716	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1964													
241	238	712	718	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1965													
241	238	713	719	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1966													
241	238	1429/2	1441/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1967													
241	238	712	718	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1968													
241	238	1425/2	1437/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1969													
241	238	713	719	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1970													
241	238	1427/2	1439/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1971													
241	238	714	720	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1972													
241	238	1429/2	1441/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1973													
241	238	712	718	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1974													
241	238	1425/2	1437/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1975													
241	238	713	719	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1976													
241	238	1427/2	1439/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1977													
241	238	714	720	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1978													
241	238	1429/2	1441/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1979													
241	238	712	718	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1980													
241	238	714	720	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1981													
242	239	715	721	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1982									245				
242	239	717	723	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1983													
242	239	715	721	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1984													
242	239	1431/2	1443/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1985													
242	239	716	722	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1986													
242	239	1433/2	1445/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1987													
242	239	717	723	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1988													
242	239	1435/2	1447/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1989													
242	239	715	721	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1990													
242	239	1431/2	1443/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1991													
242	239	716	722	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1992													
242	239	1433/2	1445/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1993													
242	239	717	723	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1994													
242	239	1435/2	1447/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1995													
242	239	715	721	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1996													
242	239	716	722	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1997													
243	240	718	724	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1998													
243	240	720	726	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p												
243	240	720	726	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1999									246				
243	240	1441/2	1453/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2000									246				
243	240	718	724	0.0		0	0	Dynamic	3/4	2	1	0					p												
243	240	718	724	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2001													
243	240	719	725	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2002													
243	240	718	724	0.0		0	0	Dynamic	3/4	3	1	0					p												
243	240	718	724	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2003													
243	240	719	725	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2004													
243	240	718	724	0.0		0	0	Dynamic	3/4	4	1	0					p												
243	240	718	724	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2005													
243	240	719	725	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2006													
244	241	721	727	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2007													
244	241	723	729	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2008									247				
244	241	1447/2	1459/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2009									247				
244	241	721	727	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2010													
244	241	722	728	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2011													
244	241	721	727	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2012													
244	241	722	728	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2013													
244	241	721	727	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2014													
244	241	722	728	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2015													
245	242	724	730	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2016													
245	242	726	732	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2017									248				
245	242	1453/2	1465/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2018									248				
245	242	724	730	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2019													
245	242	725	731	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2020													
245	242	724	730	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2021													
245	242	725	731	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2022													
245	242	724	730	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2023													
245	242	725	731	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2024													
246	243	727	733	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2025									249				
246	243	729	735	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2026													
246	243	727	733	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2027													
246	243	728	734	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2028													
246	243	727	733	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2029													
246	243	728	734	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2030													
246	243	727	733	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2031													
246	243	728	734	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2032													
247	244	730	736	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2033													
247	244	732	738	0.0		1/2	1/2	Spanner	3/4	1	1	0																26	
247	244	732	738	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2034									250			26	
247	244	1465/2	1477/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2035									250			26	
247	244	730	736	0.0		0	0	Spanner	3/4	2	1	0																27	
247	244	730	736	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2036												27	
247	244	731	737	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2037												27	
247	244	730	736	0.0		0	0	Spanner	3/4	3	1	0																28	
247	244	730	736	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2038												28	
247	244	731	737	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2039												28	
247	244	730	736	0.0		0	0	Spanner	3/4	4	1	0																29	
247	244	730	736	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2040												29	
247	244	731	737	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2041												29	
248	245	733	739	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2042												26	
248	245	735	741	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2043									251			26	
248	245	1471/2	1483/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2044									251			26	
248	245	733	739	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2045												27	
248	245	734	740	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2046												27	
248	245	733	739	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2047												28	
248	245	734	740	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2048												28	
248	245	733	739	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2049												29	
248	245	734	740	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2050												29	
249	246	736	742	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2051												26	
249	246	738	744	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2052									252			26	
249	246	1477/2	1489/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2053									252			26	
249	246	736	742	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2054												27	
249	246	737	743	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2055												27	
249	246	736	742	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2056												28	
249	246	737	743	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2057												28	
249	246	736	742	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2058												29	
249	246	737	743	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2059												29	
250	247	739	745	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2060									253			26	
250	247	741	747	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2061												26	
250	247	739	745	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2062												27	
250	247	740	746	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2063												27	
250	247	739	745	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2064												28	
250	247	740	746	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2065												28	
250	247	739	745	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2066												29	
250	247	740	746	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2067												29	
251	248	742	748	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2068												26	
251	248	744	750	0.0		1/2	1/2	Spanner	3/4	1	1	0																26, 30	
251	248	744	750	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2069									254			26, 30	
251	248	1489/2	1501/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2070												26, 30	
251	248	742	748	0.0		0	0	Spanner	3/4	2	1	0																27, 31	
251	248	742	748	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2071												27, 31	
251	248	743	749	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2072												27, 31	
251	248	742	748	0.0		0	0	Spanner	3/4	3	1	0																28, 32	
251	248	742	748	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2073												28, 32	
251	248	743	749	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2074												28, 32	
251	248	742	748	0.0		0	0	Spanner	3/4	4	1	0																29, 33	
251	248	742	748	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2075												29, 33	
251	248	743	749	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2076												29, 33	
252	249	747	753	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2077												26, 30	
252	249	745	751	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2078												27, 31	
252	249	746	752	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2079												27, 31	
252	249	745	751	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2080												28, 32	
252	249	746	752	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2081												28, 32	
252	249	745	751	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2082												29, 33	
252	249	746	752	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2083												29, 33	
253	250	748	754	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2084												26, 30	
253	250	750	756	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2085									255			26, 30	
253	250	1501/2	1513/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2086												26, 30	
253	250	748	754	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2087												27, 31	
253	250	749	755	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2088												27, 31	
253	250	748	754	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2089												28, 32	
253	250	749	755	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2090												28, 32	
253	250	748	754	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2091												29, 33	
253	250	749	755	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2092												29, 33	
254	251	753	759	0.0		1/2	1/2	Dynamic	3/4	1	1	0					f												
254	251	753	759	0.0		1/2	1/2	Spanner	3/4	1	1	0																	
254	251	753	759	0.0		1/2	1/2	Spanner	3/4	1	1	0																	
254	251	753	759	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2093									256				
254	251	1507/2	1519/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2094													
254	251	751	757	0.0		0	0	Dynamic	3/4	2	1	0					f												
254	251	751	757	0.0		0	0	Spanner	3/4	2	1	0																	
254	251	751	757	0.0		0	0	Spanner	3/4	2	1	0																	
254	251	751	757	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2095													
254	251	752	758	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2096													
254	251	751	757	0.0		0	0	Dynamic	3/4	3	1	0					f												
254	251	751	757	0.0		0	0	Spanner	3/4	3	1	0																	
254	251	751	757	0.0		0	0	Spanner	3/4	3	1	0																	
254	251	751	757	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2097													
254	251	752	758	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2098													
254	251	751	757	0.0		0	0	Dynamic	3/4	4	1	0					f												
254	251	751	757	0.0		0	0	Spanner	3/4	4	1	0																	
254	251	751	757	0.0		0	0	Spanner	3/4	4	1	0																	
254	251	751	757	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2099													
254	251	752	758	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2100													
255	252	756	762	0.0		1/2	1/2	Spanner	3/4	1	1	0																34	
255	252	756	762	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2101									257			34	
255	252	1513/2	1525/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2102												34	
255	252	754	760	0.0		0	0	Spanner	3/4	2	1	0																35	
255	252	754	760	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2103												35	
255	252	755	761	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2104												35	
255	252	754	760	0.0		0	0	Spanner	3/4	3	1	0																36	
255	252	754	760	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2105												36	
255	252	755	761	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2106												36	
255	252	754	760	0.0		0	0	Spanner	3/4	4	1	0																37	
255	252	754	760	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2107												37	
255	252	755	761	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2108												37	
256	253	759	765	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2109									258			34	
256	253	1519/2	1531/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2110												34	
