mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Trill:trill
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	257										21			
17	17	32	32	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	258													
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	259													
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	260													
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	261													
17	17	33	33	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	262													
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	263													
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	264													
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	265													
17	17	32	32	0.0	0	0	Spanner	2/4	3	1	0															2		
17	17	32	32	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	266										22	2		
17	17	32	32	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	267													
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	268													
17	17	33	33	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	269													
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	270													
18	18	69/2	69/2	0.0	1/8	1/8	Spanner	2/4	1	1	0															3		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	271										23	3		
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	1	1	0														23			
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	1	1	0														23		2	
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	272										23		2	
18	18	71/2	71/2	0.0	3/8	3/8	Spanner	2/4	1	1	0																	
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	273													
18	18	34	34	0.0	0	0	Spanner	2/4	2	1	0															4		
18	18	34	34	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	274											4		
18	18	137/4	137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	275											4		
18	18	69/2	69/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	276											4		
18	18	139/4	139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	277											4		
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	2	1	0																	
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	2	1	0																3	
18	18	35	35	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	278												3	
18	18	141/4	141/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	279												3	
18	18	71/2	71/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	280												3	
18	18	143/4	143/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	281												3	
18	18	34	34	0.0	0	0	Spanner	2/4	3	1	0														22			
18	18	34	34	0.0	0	0	Spanner	2/4	3	1	0														22		4	
18	18	34	34	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	282										22		4	
18	18	35	35	0.0	1/4	1/4	Spanner	2/4	3	1	0																	
18	18	35	35	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	283													
18	18	34	34	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	284													
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	285													
18	18	35	35	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	286													
19	19	36	36	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	287		articAccentBelow											
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	288										24			
19	19	36	36	0.0	0	0	Spanner	2/4	2	1	0																	
19	19	36	36	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	289													
19	19	145/4	145/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	290													
19	19	73/2	73/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	291													
19	19	147/4	147/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	292													
19	19	37	37	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	293													
19	19	149/4	149/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	294													
19	19	75/2	75/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	295													
19	19	151/4	151/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	296													
19	19	36	36	0.0	0	0	Spanner	2/4	3	1	0															5		
19	19	36	36	2.0	0	0	Chord	2/4	3	1	1/2		1/2	1	297										25	5		
19	19	36	36	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	298													
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	299													
19	19	37	37	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	300													
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	301													
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	302													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	303													
20	20	39	39	1.0	1/4	1/4	Chord	2/4	1	1	1/4		1/4	1	304													
20	20	38	38	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	305													
20	20	153/4	153/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	306													
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	307													
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	308													
20	20	39	39	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	309													
20	20	157/4	157/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	310													
20	20	79/2	79/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	311													
20	20	159/4	159/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	312													
20	20	38	38	0.0	0	0	Spanner	2/4	3	1	0														25			
20	20	38	38	0.0	0	0	Spanner	2/4	3	1	0														25		5	
20	20	38	38	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	313										25		5	
20	20	39	39	0.0	1/4	1/4	Spanner	2/4	3	1	0																	
20	20	39	39	0.5	1/4	1/4	Chord	2/4	3	1	1/8		1/8	1	314													
20	20	38	38	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	315													
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	4	1	1/8		1/8	1	316													
20	20	39	39	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	317													
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	318													
21	21	40	40	0.0	0	0	StaffText	2/4	1	1	0							cresc.										
21	21	40	40	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	319		articAccentAbove								26			
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	320													
21	21	161/4	161/4	0.0	1/16	1/16	StaffText	2/4	2	1	0							cresc.										
21	21	161/4	161/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	321													
21	21	81/2	81/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	322													
21	21	163/4	163/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	323													
21	21	41	41	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	324													
21	21	165/4	165/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	325													
21	21	83/2	83/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	326													
21	21	167/4	167/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	327													
21	21	40	40	0.0	0	0	StaffText	2/4	3	1	0							cresc.										
21	21	40	40	1.5	0	0	Chord	2/4	3	1	3/8		1/4	3/2	328										27			
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	329													
21	21	40	40	0.0	0	0	StaffText	2/4	4	1	0							cresc.										
21	21	40	40	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	330													
21	21	41	41	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	331													
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	332													
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	333													
22	22	43	43	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	334										28			
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	335													
22	22	42	42	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	336													
22	22	169/4	169/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	337													
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	338													
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	339													
22	22	43	43	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	340													
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	341													
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	342													
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	343													
22	22	42	42	0.5	0	0	Chord	2/4	3	1	1/8		1/8	1	344										29			
22	22	85/2	85/2	0.5	1/8	1/8	Chord	2/4	3	1	1/8		1/8	1	345													
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8		1/8	1	346										30			
22	22	42	42	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	347													
22	22	43	43	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	348													
23	23	44	44	0.0	0	0	Dynamic	2/4	1	1	0					p												
23	23	44	44	1.0	0	0	Chord	2/4	1	1	1/4		1/4	1	349													
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	350													
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	351		articStaccatoAbove								31			
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	352		articStaccatoAbove								31			
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	353		articStaccatoAbove								31			
23	23	44	44	0.0	0	0	Dynamic	2/4	2	1	0					p												
23	23	44	44	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	354													
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	355													
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	356													
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	357													
23	23	45	45	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	358													
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	359													
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	360													
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	361													
23	23	44	44	0.0	0	0	Dynamic	2/4	3	1	0					p												
23	23	44	44	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	362													
23	23	45	45	1.0	1/4	1/4	Chord	2/4	3	1	1/4		1/4	1	363										32			
23	23	44	44	0.0	0	0	Dynamic	2/4	4	1	0					p												
23	23	44	44	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	364													
23	23	45	45	0.5	1/4	1/4	Chord	2/4	4	1	1/8		1/8	1	365													
23	23	91/2	91/2	0.5	3/8	3/8	Chord	2/4	4	1	1/8		1/8	1	366													
24	24	46	46	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	367		articStaccatoAbove								31			
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	368		articStaccatoAbove								31			
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	369		articStaccatoAbove								31			
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	370		articStaccatoAbove											
24	24	47	47	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	371													
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	372										33			
24	24	46	46	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	373													
24	24	185/4	185/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	374													
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	375													
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	376													
24	24	47	47	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	377													
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	378										34			
24	24	46	46	1.0	0	0	Chord	2/4	3	1	1/4		1/4	1	379													
24	24	47	47	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	380													
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	381		articStaccatoBelow								35			
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	382		articStaccatoBelow								35			
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	383		articStaccatoBelow											
24	24	46	46	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	384													
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	385										36			
24	24	47	47	0.0	1/4	1/4	StaffText	2/4	4	1	0							arco										
24	24	47	47	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	386													
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	387		articStaccatoAbove											
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	388		articStaccatoAbove											
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	389		articStaccatoAbove											
25	25	48	48	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	390													
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	391		articStaccatoBelow											
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	392		articStaccatoBelow											
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	393		articStaccatoBelow											
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	394		articStaccatoAbove											
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	395										37			
25	25	48	48	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	396													
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	397		articStaccatoBelow											
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	398		articStaccatoBelow											
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	399		articStaccatoBelow											
25	25	49	49	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	400													
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	401										38			
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	402		articStaccatoBelow								39			
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	403		articStaccatoBelow								39			
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	404		articStaccatoBelow											
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	405		articStaccatoBelow								40			
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	406		articStaccatoBelow								40			
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	407		articStaccatoBelow											
25	25	48	48	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	408													
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	409										41			
25	25	49	49	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	410													
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	411		articStaccatoAbove											
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	412		articStaccatoAbove											
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	413		articStaccatoAbove											
26	26	50	50	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	414													
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	415		articStaccatoAbove											
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	416		articStaccatoAbove											
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	417		articStaccatoAbove											
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	418													
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	419										42			
26	26	50	50	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	420													
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	421		articStaccatoBelow											
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	422		articStaccatoBelow											
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	423		articStaccatoBelow											
26	26	51	51	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	424													
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	425										43			
26	26	201/4	201/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	426		articStaccatoBelow								44			
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	427		articStaccatoBelow								44			
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	428		articStaccatoBelow											
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	429		articStaccatoAbove											
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	430		articStaccatoAbove											
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	431										45			
26	26	50	50	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	432													
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	433										46			
26	26	51	51	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	434													
26	26	205/4	205/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	435		articStaccatoAbove											
26	26	103/2	103/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	436		articStaccatoAbove											
26	26	207/4	207/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	437										47			
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	438													
27	27	209/4	209/4	0.0	1/16	1/16	StaffText	2/4	1	1	0							cresc.										
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	439		articStaccatoAbove								48			
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	440		articStaccatoAbove								48			
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	441		articStaccatoAbove								48			
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	442		articStaccatoAbove								48			
27	27	213/4	213/4	0.0	5/16	5/16	Spanner	2/4	1	1	0														48		6	
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	443		articStaccatoAbove								48		6	
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	444		articStaccatoAbove								48		6	
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	445		articStaccatoAbove										6	
27	27	52	52	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	446													
27	27	209/4	209/4	0.0	1/16	1/16	StaffText	2/4	2	1	0							cresc.										
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	447		articStaccatoBelow								49			
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	448		articStaccatoBelow								49			
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	449		articStaccatoBelow								49			
27	27	53	53	0.25	1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	450		articStaccatoBelow								49			
27	27	213/4	213/4	0.0	5/16	5/16	Spanner	2/4	2	1	0														49		7	
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	451		articStaccatoBelow								49		7	
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	452		articStaccatoBelow								49		7	
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	453		articStaccatoBelow										7	
27	27	52	52	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	454													
27	27	209/4	209/4	0.0	1/16	1/16	StaffText	2/4	3	1	0							cresc.										
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	455		articStaccatoAbove								50			
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	456		articStaccatoAbove								50			
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	457		articStaccatoAbove								50			
27	27	53	53	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	458		articStaccatoAbove								50			
27	27	213/4	213/4	0.0	5/16	5/16	Spanner	2/4	3	1	0														50		8	
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	459		articStaccatoAbove								50		8	
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	460		articStaccatoAbove								50		8	
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	461		articStaccatoAbove										8	
27	27	52	52	0.25	0	0	Chord	2/4	4	1	1/16		1/16	1	462													
27	27	209/4	209/4	0.0	1/16	1/16	StaffText	2/4	4	1	0							cresc.										
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16		1/16	1	463		articStaccatoAbove								51			
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	464		articStaccatoAbove								51			
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	465		articStaccatoAbove								51			
27	27	53	53	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	466		articStaccatoAbove								51			
27	27	213/4	213/4	0.0	5/16	5/16	Spanner	2/4	4	1	0														51		9	
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	467		articStaccatoAbove								51		9	
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	468		articStaccatoAbove								51		9	
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	469		articStaccatoAbove										9	
28	28	54	54	0.0	0	0	Dynamic	2/4	1	1	0					p												
28	28	54	54	0.0	0	0	Spanner	2/4	1	1	0																	
28	28	54	54	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	470													
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	471										52			
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	472													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	473		articStaccatoAbove											
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	474													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	475										53			
28	28	54	54	0.0	0	0	Dynamic	2/4	2	1	0					p												
28	28	54	54	0.0	0	0	Spanner	2/4	2	1	0																	
28	28	54	54	0.25	0	0	Chord	2/4	2	1	1/16		1/16	1	476													
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16		1/16	1	477										54			
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16		1/16	1	478													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16		1/16	1	479		articStaccatoBelow											
28	28	55	55	0.5	1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	480													
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	481										55			
28	28	54	54	0.0	0	0	Dynamic	2/4	3	1	0					p												
28	28	54	54	0.0	0	0	Spanner	2/4	3	1	0																	
28	28	54	54	0.25	0	0	Chord	2/4	3	1	1/16		1/16	1	482													
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16		1/16	1	483										56			
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	3	1	1/16		1/16	1	484													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16		1/16	1	485		articStaccatoAbove											
28	28	55	55	0.25	1/4	1/4	Chord	2/4	3	1	1/16		1/16	1	486		articStaccatoAbove											
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16		1/16	1	487		articStaccatoAbove								57			
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16		1/16	1	488		articStaccatoAbove								57			
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16		1/16	1	489		articStaccatoAbove											
28	28	54	54	0.0	0	0	Dynamic	2/4	4	1	0					p												
28	28	54	54	0.0	0	0	Spanner	2/4	4	1	0																	
28	28	54	54	0.5	0	0	Chord	2/4	4	1	1/8		1/8	1	490													
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16		1/16	1	491													
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16		1/16	1	492										58			
28	28	55	55	0.25	1/4	1/4	Chord	2/4	4	1	1/16		1/16	1	493													
28	28	221/4	221/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16		1/16	1	494		articStaccatoBelow											
28	28	111/2	111/2	0.25	3/8	3/8	Chord	2/4	4	1	1/16		1/16	1	495		articStaccatoBelow											
28	28	223/4	223/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16		1/16	1	496		articStaccatoBelow											
