mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
98	97	771/4	771/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1766													
98	97	193	193	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	1767													
98	97	387/2	387/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1768													
98	97	775/4	775/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1769									287				
98	97	194	194	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1770									287				
98	97	777/4	777/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1771													
98	97	385/2	385/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1772									288				
98	97	771/4	771/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1773													
98	97	193	193	0.5	1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	1774													
98	97	387/2	387/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1775													
98	97	775/4	775/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1776		articStaccatoBelow							289				
98	97	194	194	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1777		articStaccatoBelow							289				
98	97	777/4	777/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1778		articStaccatoBelow											
98	97	385/2	385/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1779									290				
98	97	771/4	771/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1780													
98	97	193	193	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1781													
98	97	1547/8	1547/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1782													
98	97	387/2	387/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1783													
98	97	1551/8	1551/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1784													
98	97	194	194	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1785													
98	97	1555/8	1555/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1786													
98	97	385/2	385/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1787									291				
98	97	771/4	771/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1788													
98	97	193	193	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1789													
98	97	1547/8	1547/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1790													
98	97	387/2	387/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1791													
98	97	1551/8	1551/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1792													
98	97	194	194	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1793													
98	97	1555/8	1555/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1794													
99	98	389/2	389/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1795													
99	98	783/4	783/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																20		
99	98	783/4	783/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1796									292		20		
99	98	196	196	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1797									292		20		
99	98	785/4	785/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1798											20		
99	98	389/2	389/2	0.0	0	0	Spanner	2/4	2	1	0																21		
99	98	389/2	389/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1799											21		
99	98	779/4	779/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1800									293		21		
99	98	195	195	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1801									293		21		
99	98	781/4	781/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1802											21		
99	98	391/2	391/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1803											21		
99	98	389/2	389/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	1804													
99	98	391/2	391/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																22		
99	98	391/2	391/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1805											22		
99	98	1567/8	1567/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1806											22		
99	98	196	196	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1807											22		
99	98	1571/8	1571/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1808											22		
99	98	389/2	389/2	0.375	0	0	Chord	2/4	4	1	3/32			1/16	3/2	1809													
99	98	1559/8	1559/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	1810													
99	98	195	195	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1811													
99	98	1563/8	1563/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1812													
99	98	391/2	391/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																23		
99	98	391/2	391/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1813											23		
99	98	1567/8	1567/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1814											23		
99	98	196	196	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1815											23		
99	98	1571/8	1571/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1816											23		
100	99	393/2	393/2	0.0	0	0	Spanner	2/4	1	1	0																		
100	99	393/2	393/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1817													
100	99	791/4	791/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1818									294				
100	99	198	198	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1819									294				
100	99	793/4	793/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1820													
100	99	393/2	393/2	0.0	0	0	Spanner	2/4	2	1	0																		
100	99	787/4	787/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1821									295				
100	99	197	197	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1822									295				
100	99	789/4	789/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1823													
100	99	395/2	395/2	1.0	1/4	1/4	Chord	2/4	2	1	1/4			1/4	1	1824													
100	99	393/2	393/2	0.0	0	0	Spanner	2/4	3	1	0																		
100	99	393/2	393/2	0.375	0	0	Chord	2/4	3	1	3/32			1/16	3/2	1825													
100	99	1575/8	1575/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	1826													
100	99	197	197	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1827													
100	99	1579/8	1579/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1828													
100	99	395/2	395/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1829													
100	99	1583/8	1583/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1830													
100	99	198	198	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1831													
100	99	1587/8	1587/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1832													
100	99	393/2	393/2	0.0	0	0	Spanner	2/4	4	1	0																		
100	99	393/2	393/2	0.375	0	0	Chord	2/4	4	1	3/32			1/16	3/2	1833													
100	99	1575/8	1575/8	0.125	3/32	3/32	Chord	2/4	4	1	1/32			1/32	1	1834													
100	99	197	197	0.375	1/8	1/8	Chord	2/4	4	1	3/32			1/16	3/2	1835													
100	99	1579/8	1579/8	0.125	7/32	7/32	Chord	2/4	4	1	1/32			1/32	1	1836													
100	99	395/2	395/2	0.375	1/4	1/4	Chord	2/4	4	1	3/32			1/16	3/2	1837													
100	99	1583/8	1583/8	0.125	11/32	11/32	Chord	2/4	4	1	1/32			1/32	1	1838													
100	99	198	198	0.375	3/8	3/8	Chord	2/4	4	1	3/32			1/16	3/2	1839													
100	99	1587/8	1587/8	0.125	15/32	15/32	Chord	2/4	4	1	1/32			1/32	1	1840													
101	100	397/2	397/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1841									296				
101	100	795/4	795/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1842													
101	100	199	199	0.0	1/8	1/8	Spanner	2/4	1	1	0																	72	
101	100	199	199	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1843									297			72	
101	100	797/4	797/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1844												72	
101	100	399/2	399/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1845									298			72	
101	100	799/4	799/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1846												72	
101	100	200	200	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1847									299			72	
101	100	801/4	801/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1848												72	
101	100	397/2	397/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1849									300				
101	100	795/4	795/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1850													
101	100	199	199	0.0	1/8	1/8	Spanner	2/4	2	1	0																	73	
101	100	199	199	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1851									301			73	
101	100	797/4	797/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1852												73	
101	100	399/2	399/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1853									302			73	
101	100	799/4	799/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1854												73	
101	100	200	200	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1855									303			73	
101	100	801/4	801/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1856												73	
101	100	397/2	397/2	0.375	0	0	Chord	2/4	3	1	3/32			1/16	3/2	1857													
101	100	1591/8	1591/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	1858													
101	100	199	199	0.0	1/8	1/8	Spanner	2/4	3	1	0																	74	
101	100	199	199	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1859												74	
101	100	1595/8	1595/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1860												74	
101	100	399/2	399/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1861												74	
101	100	1599/8	1599/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1862												74	
101	100	200	200	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1863												74	
101	100	1603/8	1603/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1864												74	
101	100	397/2	397/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1865													
101	100	199	199	0.0	1/8	1/8	Spanner	2/4	4	1	0																	75	
101	100	199	199	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1866												75	
101	100	399/2	399/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1867												75	
101	100	200	200	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1868												75	
102	101	401/2	401/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1869									304			72	
102	101	803/4	803/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1870												72	
102	101	201	201	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1871									305			72	
102	101	805/4	805/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1872												72	
102	101	403/2	403/2	0.0	1/4	1/4	Dynamic	2/4	1	1	0						f												
102	101	403/2	403/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
102	101	403/2	403/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1873									306				
102	101	807/4	807/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1874													
102	101	202	202	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1875									307				
102	101	809/4	809/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1876													
102	101	401/2	401/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1877									308			73	
102	101	803/4	803/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1878												73	
102	101	201	201	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1879									309			73	
102	101	805/4	805/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1880												73	
102	101	403/2	403/2	0.0	1/4	1/4	Dynamic	2/4	2	1	0						f												
102	101	403/2	403/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
102	101	403/2	403/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1881									310				
102	101	807/4	807/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1882													
102	101	202	202	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1883									311				
102	101	809/4	809/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1884													
102	101	401/2	401/2	0.375	0	0	Chord	2/4	3	1	3/32			1/16	3/2	1885												74	
102	101	1607/8	1607/8	0.125	3/32	3/32	Chord	2/4	3	1	1/32			1/32	1	1886												74	
102	101	201	201	0.375	1/8	1/8	Chord	2/4	3	1	3/32			1/16	3/2	1887												74	
102	101	1611/8	1611/8	0.125	7/32	7/32	Chord	2/4	3	1	1/32			1/32	1	1888												74	
102	101	403/2	403/2	0.0	1/4	1/4	Dynamic	2/4	3	1	0						f												
102	101	403/2	403/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		
102	101	403/2	403/2	0.375	1/4	1/4	Chord	2/4	3	1	3/32			1/16	3/2	1889													
102	101	1615/8	1615/8	0.125	11/32	11/32	Chord	2/4	3	1	1/32			1/32	1	1890													
102	101	202	202	0.375	3/8	3/8	Chord	2/4	3	1	3/32			1/16	3/2	1891													
102	101	1619/8	1619/8	0.125	15/32	15/32	Chord	2/4	3	1	1/32			1/32	1	1892													
102	101	401/2	401/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1893												75	
102	101	201	201	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	1894												75	
102	101	403/2	403/2	0.0	1/4	1/4	Dynamic	2/4	4	1	0						f												
102	101	403/2	403/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																		
102	101	403/2	403/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1895													
102	101	202	202	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	1896													
103	102	405/2	405/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1897													
103	102	811/4	811/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1898									312				
103	102	203	203	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1899									312				
103	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1900									312				
103	102	407/2	407/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1901													
103	102	815/4	815/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																24		
103	102	815/4	815/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1902									313		24		
103	102	204	204	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1903									313		24		
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1904									313		24		
103	102	405/2	405/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1905													
103	102	811/4	811/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1906									314				
103	102	203	203	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1907									314				
103	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1908									314				
103	102	407/2	407/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1909													
103	102	815/4	815/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																25		
103	102	815/4	815/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1910									315		25		
103	102	204	204	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1911									315		25		
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1912									315		25		
103	102	405/2	405/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1913													
103	102	811/4	811/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1914									316				
103	102	203	203	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1915									316				
103	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1916									316				
103	102	407/2	407/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1917													
103	102	815/4	815/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																26		
103	102	815/4	815/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1918									317		26		
103	102	204	204	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1919									317		26		
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1920									317		26		
103	102	405/2	405/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1921													
103	102	811/4	811/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1922									318				
103	102	203	203	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1923									318				
103	102	813/4	813/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1924									318				
103	102	407/2	407/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1925													
103	102	815/4	815/4	0.0	5/16	5/16	Spanner	2/4	4	1	0																27		
103	102	815/4	815/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1926									319		27		
103	102	204	204	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1927									319		27		
103	102	817/4	817/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1928									319		27		
104	103	409/2	409/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1929											24		
104	103	819/4	819/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1930									320		24		
104	103	205	205	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1931									320		24		
104	103	821/4	821/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1932									320		24		
104	103	411/2	411/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1933											24		
104	103	823/4	823/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																24	76	
104	103	823/4	823/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1934									321		24	76	
104	103	206	206	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1935									321		24	76	
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1936									321		24	76	
104	103	409/2	409/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1937											25		
104	103	819/4	819/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1938									322		25		
104	103	205	205	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1939									322		25		
104	103	821/4	821/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1940									322		25		
104	103	411/2	411/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1941											25		
104	103	823/4	823/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																25	77	
104	103	823/4	823/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1942											25	77	
104	103	206	206	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1943									323		25	77	
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1944											25	77	
104	103	409/2	409/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1945											26		
104	103	819/4	819/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1946									324		26		
104	103	205	205	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1947									324		26		
104	103	821/4	821/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1948									324		26		
104	103	411/2	411/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1949											26		
104	103	823/4	823/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																26	78	
104	103	823/4	823/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1950									325		26	78	
104	103	206	206	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1951									325		26	78	
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1952											26	78	
104	103	409/2	409/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1953											27		
104	103	819/4	819/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1954									326		27		
104	103	205	205	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1955									326		27		
104	103	821/4	821/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1956									326		27		
104	103	411/2	411/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1957											27		
104	103	823/4	823/4	0.0	5/16	5/16	Spanner	2/4	4	1	0																27	79	
104	103	823/4	823/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1958									327		27	79	
104	103	206	206	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1959									327		27	79	
104	103	825/4	825/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1960									327		27	79	
105	104	413/2	413/2	0.0	0	0	Spanner	2/4	1	1	0																24		
105	104	413/2	413/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1961											24		
105	104	827/4	827/4	0.0	1/16	1/16	Dynamic	2/4	1	1	0						p												
105	104	827/4	827/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																		
105	104	827/4	827/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1962									328				
105	104	207	207	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1963									328				
105	104	829/4	829/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1964									328				
105	104	415/2	415/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1965													
105	104	831/4	831/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																	80	
105	104	831/4	831/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1966									329			80	
105	104	208	208	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1967									329			80	
105	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	1968									329			80	
105	104	413/2	413/2	0.0	0	0	Spanner	2/4	2	1	0																25		
105	104	413/2	413/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	1969											25		
105	104	827/4	827/4	0.0	1/16	1/16	Dynamic	2/4	2	1	0						p												
105	104	827/4	827/4	0.0	1/16	1/16	Spanner	2/4	2	1	0																		
105	104	827/4	827/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	1970									330				
105	104	207	207	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	1971									330				
105	104	829/4	829/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	1972									330				
105	104	415/2	415/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	1973													
105	104	831/4	831/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																	81	
105	104	831/4	831/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	1974												81	
105	104	208	208	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	1975									331			81	
105	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	1976												81	
105	104	413/2	413/2	0.0	0	0	Spanner	2/4	3	1	0																26		
105	104	413/2	413/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	1977											26		
105	104	827/4	827/4	0.0	1/16	1/16	Dynamic	2/4	3	1	0						p												
105	104	827/4	827/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																		
105	104	827/4	827/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	1978									332				
105	104	207	207	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	1979									332				
105	104	829/4	829/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	1980									332				
105	104	415/2	415/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1981													
105	104	831/4	831/4	0.0	5/16	5/16	Spanner	2/4	3	1	0																	82	
105	104	831/4	831/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1982									333			82	
105	104	208	208	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1983									333			82	
105	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1984												82	
105	104	413/2	413/2	0.0	0	0	Spanner	2/4	4	1	0																27		
105	104	413/2	413/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1985											27		
105	104	827/4	827/4	0.0	1/16	1/16	Dynamic	2/4	4	1	0						p												
105	104	827/4	827/4	0.0	1/16	1/16	Spanner	2/4	4	1	0																		
105	104	827/4	827/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1986									334				
105	104	207	207	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1987									334				
105	104	829/4	829/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1988									334				
105	104	415/2	415/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	1989													
105	104	831/4	831/4	0.0	5/16	5/16	Spanner	2/4	4	1	0																	83	
105	104	831/4	831/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	1990									335			83	
105	104	208	208	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	1991									335			83	
105	104	833/4	833/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	1992									335			83	
106	105	417/2	417/2	0.0	0	0	Spanner	2/4	1	1	0																		
106	105	417/2	417/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	1993													
106	105	835/4	835/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	1994									336				
106	105	209	209	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	1995									336				
106	105	837/4	837/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	1996									336				
106	105	419/2	419/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	1997													
106	105	839/4	839/4	0.0	5/16	5/16	Spanner	2/4	1	1	0																28		
106	105	839/4	839/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	1998									337		28		
106	105	210	210	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	1999									337		28		
