mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	TextLine	TextLine_dim.
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	232										5			
10	10	55	55	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	233										5			
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	234										5			
10	10	56	56	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	235										5			
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	236										5			
10	10	57	57	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf									5			
10	10	57	57	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	237										5			
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	238										5			
10	10	58	58	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	239										5			
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	240										5			
10	10	59	59	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	241										5			
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	242										5			
10	10	54	54	0.0	0	0	Dynamic	12/8	2	1	0						sf									6			
10	10	54	54	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	243										6			
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	244										6			
10	10	55	55	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	245										6			
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	246										6			
10	10	56	56	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	247										6			
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	248										6			
10	10	57	57	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf									6			
10	10	57	57	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	249										6			
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	250										6			
10	10	58	58	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	251										6			
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	252										6			
10	10	59	59	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	253										6			
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	254										6			
10	10	54	54	0.0	0	0	Dynamic	12/8	3	1	0						sf									7			
10	10	54	54	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	255										7			
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	256										7			
10	10	55	55	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	257										7			
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	258										7			
10	10	56	56	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	259										7			
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	260										7			
10	10	57	57	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf									7			
10	10	57	57	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	261										7			
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	262										7			
10	10	58	58	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	263										7			
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	264										7			
10	10	59	59	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	265										7			
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	266										7			
10	10	54	54	0.0	0	0	Dynamic	12/8	4	1	0						sf									8			
10	10	54	54	0.0	0	0	Dynamic	12/8	4	1	0						sf									8			
10	10	54	54	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	267										8			
10	10	109/2	109/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	268										8			
10	10	55	55	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	269										8			
10	10	111/2	111/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	270										8			
10	10	56	56	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	271										8			
10	10	113/2	113/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	272										8			
10	10	57	57	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf									8			
10	10	57	57	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	273										8			
10	10	115/2	115/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	274										8			
10	10	58	58	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	275										8			
10	10	117/2	117/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	276										8			
10	10	59	59	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	277										8			
10	10	119/2	119/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	278										8			
11	11	60	60	0.0	0	0	Dynamic	12/8	1	1	0						f												
11	11	60	60	0.0	0	0	Spanner	12/8	1	1	0																		
11	11	60	60	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	279													
11	11	123/2	123/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	280													
11	11	63	63	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	281													
11	11	129/2	129/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	282													
11	11	60	60	0.0	0	0	Dynamic	12/8	2	1	0						f												
11	11	60	60	0.0	0	0	Spanner	12/8	2	1	0																		
11	11	60	60	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	283													
11	11	123/2	123/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	284													
11	11	63	63	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	285													
11	11	129/2	129/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	286													
11	11	60	60	0.0	0	0	Dynamic	12/8	3	1	0						f												
11	11	60	60	0.0	0	0	Spanner	12/8	3	1	0																		
11	11	60	60	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	287													
11	11	123/2	123/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	288													
11	11	63	63	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	289													
11	11	129/2	129/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	290													
11	11	60	60	0.0	0	0	Dynamic	12/8	4	1	0						f												
11	11	60	60	0.0	0	0	Spanner	12/8	4	1	0																		
11	11	60	60	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	291													
11	11	123/2	123/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	292													
11	11	63	63	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	293													
11	11	129/2	129/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	294													
12	12	66	66	0.0	0	0	Spanner	12/8	1	1	0															9			
12	12	66	66	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	295										9			
12	12	135/2	135/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	296										9			
12	12	137/2	137/2	0.0	5/8	5/8	Spanner	12/8	1	1	0																		
12	12	69	69	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
12	12	69	69	0.0	3/4	3/4	Spanner	12/8	1	1	0																0		
12	12	69	69	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	297											0		
12	12	141/2	141/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	298											0		
12	12	143/2	143/2	0.0	11/8	11/8	Spanner	12/8	1	1	0																		
12	12	66	66	0.0	0	0	Spanner	12/8	2	1	0															10			
12	12	66	66	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	299										10			
12	12	135/2	135/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	300										10			
12	12	137/2	137/2	0.0	5/8	5/8	Spanner	12/8	2	1	0																		
12	12	69	69	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
12	12	69	69	0.0	3/4	3/4	Spanner	12/8	2	1	0																1		
12	12	69	69	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	301											1		
12	12	141/2	141/2	1.0	9/8	9/8	Chord	12/8	2	1	1/4			1/4	1	302											1		
12	12	143/2	143/2	0.0	11/8	11/8	Spanner	12/8	2	1	0																		
12	12	66	66	0.0	0	0	Spanner	12/8	3	1	0															11			
12	12	66	66	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	303										11			
12	12	135/2	135/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	304										11			
12	12	137/2	137/2	0.0	5/8	5/8	Spanner	12/8	3	1	0																		
12	12	69	69	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
12	12	69	69	0.0	3/4	3/4	Spanner	12/8	3	1	0																2		
12	12	69	69	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	305											2		
12	12	141/2	141/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	306											2		
12	12	143/2	143/2	0.0	11/8	11/8	Spanner	12/8	3	1	0																		
12	12	66	66	0.0	0	0	Spanner	12/8	4	1	0															12			
12	12	66	66	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	307										12			
12	12	135/2	135/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	308										12			
12	12	137/2	137/2	0.0	5/8	5/8	Spanner	12/8	4	1	0																		
12	12	69	69	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
12	12	69	69	0.0	3/4	3/4	Spanner	12/8	4	1	0																3		
12	12	69	69	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	309											3		
12	12	141/2	141/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	310											3		
12	12	143/2	143/2	0.0	11/8	11/8	Spanner	12/8	4	1	0																		
13	13	72	72	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	311													
13	13	75	75	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	312													
13	13	72	72	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	313													
13	13	75	75	1.0	3/4	3/4	Chord	12/8	2	1	1/4			1/4	1	314													
13	13	72	72	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	315													
13	13	75	75	1.0	3/4	3/4	Chord	12/8	3	1	1/4			1/4	1	316													
13	13	72	72	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	317													
13	13	75	75	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	318													
14	14	78	78	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	319													
14	14	80	80	0.0	1/2	1/2	Dynamic	12/8	1	1	0						p												
14	14	80	80	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	320													
14	14	161/2	161/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	321													
14	14	81	81	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	322													
14	14	165/2	165/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	323									9				
14	14	83	83	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	324									9				
14	14	167/2	167/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	325													
14	14	78	78	0.0	0	0	Dynamic	12/8	2	1	0						p												
14	14	78	78	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	326									10				
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	327									10				
14	14	79	79	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	328													
14	14	159/2	159/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	329													
14	14	81	81	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	330									11				
14	14	163/2	163/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	331									11				
14	14	82	82	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	332													
14	14	165/2	165/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	333													
14	14	78	78	0.0	0	0	Dynamic	12/8	3	1	0						p												
14	14	78	78	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	334									12				
14	14	157/2	157/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	335									12				
14	14	79	79	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	336													
14	14	159/2	159/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	337													
14	14	81	81	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	338									13				
14	14	163/2	163/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	339									13				
14	14	82	82	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	340													
14	14	165/2	165/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	341													
14	14	78	78	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	342													
14	14	81	81	0.0	3/4	3/4	Dynamic	12/8	4	1	0						p												
14	14	81	81	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	343									14				
15	15	84	84	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	344													
15	15	171/2	171/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	345													
15	15	173/2	173/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	346		articStaccatoAbove											
15	15	87	87	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	347		articStaccatoAbove											
15	15	88	88	0.0	1	1	Spanner	12/8	1	1	0															13			
15	15	88	88	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	348		articStaccatoAbove								13			
15	15	177/2	177/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	349		articStaccatoAbove								13			
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	350		articStaccatoAbove								13			
15	15	84	84	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	351									15				
15	15	169/2	169/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	352									15				
15	15	85	85	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	353													
15	15	171/2	171/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	354													
15	15	87	87	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	355									16				
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	356									16				
15	15	88	88	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	357													
15	15	177/2	177/2	0.0	9/8	9/8	Spanner	12/8	2	1	0															14			
15	15	177/2	177/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	358									17	14			
15	15	89	89	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	359									17	14			
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	360										14			
15	15	84	84	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	361									18				
15	15	169/2	169/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	362									18				
15	15	85	85	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	363													
15	15	171/2	171/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	364													
15	15	87	87	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	365									19				
15	15	175/2	175/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	366									19				
15	15	88	88	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	367													
15	15	177/2	177/2	0.0	9/8	9/8	Spanner	12/8	3	1	0															15			
15	15	177/2	177/2	1.0	9/8	9/8	Chord	12/8	3	1	1/4			1/4	1	368									20	15			
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	369										15			
15	15	84	84	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	370													
15	15	87	87	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	371													
15	15	177/2	177/2	0.0	9/8	9/8	Spanner	12/8	4	1	0															16			
15	15	177/2	177/2	1.0	9/8	9/8	Chord	12/8	4	1	1/4			1/4	1	372										16			
15	15	179/2	179/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	373										16			
16	16	90	90	0.0	0	0	Dynamic	12/8	1	1	0						sf												
16	16	90	90	0.0	0	0	Spanner	12/8	1	1	0																		
16	16	90	90	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	374													
16	16	183/2	183/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	375													
16	16	185/2	185/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	376									21				
16	16	93	93	0.0	3/4	3/4	StaffText	12/8	1	1	0								"<font size=""11""/><i>dim.</i>"						21				
16	16	93	93	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	377									21				
16	16	94	94	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	378									21				
16	16	189/2	189/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	379									21				
16	16	191/2	191/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	380													
16	16	90	90	0.0	0	0	Dynamic	12/8	2	1	0						sf												
16	16	90	90	0.0	0	0	Spanner	12/8	2	1	0																		
16	16	90	90	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	381									22				
16	16	181/2	181/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	382									22				
16	16	91	91	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	383													
16	16	183/2	183/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	384													
16	16	93	93	0.0	3/4	3/4	StaffText	12/8	2	1	0								"<font size=""11""/><i>dim.</i>"										
16	16	93	93	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	385									23				
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	386									23				
16	16	94	94	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	387													
16	16	189/2	189/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	388													
16	16	90	90	0.0	0	0	Dynamic	12/8	3	1	0						sf												
16	16	90	90	0.0	0	0	Dynamic	12/8	3	1	0						sf												
16	16	90	90	0.0	0	0	Spanner	12/8	3	1	0																		
16	16	90	90	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	389									24				
16	16	181/2	181/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	390									24				
16	16	91	91	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	391													
16	16	183/2	183/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	392													
16	16	93	93	0.0	3/4	3/4	StaffText	12/8	3	1	0								"<font size=""11""/><i>dim.</i>"										
16	16	93	93	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	393									25				
16	16	187/2	187/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	394									25				
16	16	94	94	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	395													
16	16	189/2	189/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	396													
16	16	90	90	0.0	0	0	Dynamic	12/8	4	1	0						f												
16	16	90	90	0.0	0	0	StaffText	12/8	4	1	0								"<font size=""11""/><i>dim.</i>"										
16	16	90	90	0.0	0	0	Spanner	12/8	4	1	0																		
16	16	90	90	6.0	0	0	Chord	12/8	4	1	3/2			1	3/2	397									26				
17	17	96	96	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	398													
17	17	195/2	195/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	399									27				
17	17	197/2	197/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	400													
17	17	99	99	0.0	3/4	3/4	Dynamic	12/8	1	1	0						p												
17	17	99	99	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	401									28				
17	17	100	100	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	402									28				
17	17	201/2	201/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	403									28				
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	404													
17	17	96	96	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	405									29				
17	17	193/2	193/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	406									29				
17	17	97	97	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	407													
17	17	195/2	195/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	408													
17	17	99	99	0.0	3/4	3/4	Dynamic	12/8	2	1	0						p												
17	17	99	99	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	409									30				
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	410									30				
17	17	100	100	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	411													
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	412									31				
17	17	101	101	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	413									31				
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	414													
17	17	96	96	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	415									32				
17	17	193/2	193/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	416									32				
17	17	97	97	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	417													
17	17	195/2	195/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	418													
17	17	99	99	0.0	3/4	3/4	Dynamic	12/8	3	1	0						p												
17	17	99	99	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	419									33				
17	17	199/2	199/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	420									33				
17	17	100	100	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	421													
17	17	201/2	201/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	422									34				
17	17	101	101	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	423									34				
17	17	203/2	203/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	424													
17	17	96	96	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	425									26				
17	17	99	99	0.0	3/4	3/4	Dynamic	12/8	4	1	0						p												
17	17	99	99	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	426													
18	18	102	102	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	427		articAccentAbove							35				
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	428													
18	18	104	104	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	429													
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	430													
18	18	105	105	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	431													
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	432									36				
18	18	107	107	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	433									36				
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	434													
18	18	102	102	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	435									37				
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	436									37				
18	18	103	103	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	437													
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	2	1	1/8			1/8	1	438									38				
18	18	104	104	0.5	1/2	1/2	Chord	12/8	2	1	1/8			1/8	1	439									38				
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	2	1	1/8			1/8	1	440													
18	18	105	105	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	441									39				
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	442									39				
18	18	106	106	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	443													
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	444									40				
18	18	107	107	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	445									40				
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	446													
18	18	102	102	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	447									41				
18	18	205/2	205/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	448									41				
18	18	103	103	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	449													
18	18	207/2	207/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	450									42				
18	18	104	104	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	451									42				
18	18	209/2	209/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	452													
18	18	105	105	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	453									43				
18	18	211/2	211/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	454									43				
18	18	106	106	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	455													
18	18	213/2	213/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	456									44				
18	18	107	107	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	457									44				
18	18	215/2	215/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	458													
18	18	102	102	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	459													
18	18	105	105	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	460									45				
18	18	213/2	213/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	461													
19	19	108	108	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	462													
19	19	219/2	219/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	463													
19	19	221/2	221/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	464		articStaccatoAbove											
19	19	111	111	0.0	3/4	3/4	Spanner	12/8	1	1	0															17			
19	19	111	111	1.0	3/4	3/4	Chord	12/8	1	1	1/4			1/4	1	465		articStaccatoAbove								17			
19	19	112	112	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	466		articStaccatoAbove								17			
19	19	225/2	225/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	467		articStaccatoAbove								17			
19	19	227/2	227/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	468		articStaccatoAbove								17			
19	19	108	108	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	469									46				
