mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
448	448	2687/2	2687/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5192														
448	448	1341	1341	0.0	0	0	StaffText	3/4	3	1	0							cresc.											
448	448	1341	1341	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	5193		articAccentAbove								556				
448	448	2685/2	2685/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5194														
448	448	1343	1343	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5195														
448	448	2687/2	2687/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5196														
448	448	1341	1341	0.0	0	0	StaffText	3/4	4	1	0							cresc.											
448	448	1341	1341	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5197														
448	448	2683/2	2683/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5198														
448	448	1342	1342	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5199														
448	448	2685/2	2685/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5200														
448	448	1343	1343	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5201														
448	448	2687/2	2687/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5202														
449	449	1344	1344	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5203														
449	449	2689/2	2689/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5204														
449	449	1345	1345	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5205														
449	449	2691/2	2691/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5206														
449	449	1346	1346	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5207														
449	449	2693/2	2693/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5208														
449	449	1344	1344	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5209														
449	449	2689/2	2689/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5210														
449	449	1345	1345	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5211														
449	449	2691/2	2691/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5212														
449	449	1346	1346	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5213														
449	449	2693/2	2693/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5214														
449	449	1344	1344	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5215														
449	449	2689/2	2689/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5216														
449	449	1345	1345	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5217														
449	449	2691/2	2691/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5218														
449	449	1346	1346	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5219														
449	449	2693/2	2693/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5220														
449	449	1344	1344	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5221														
449	449	2689/2	2689/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5222														
449	449	1345	1345	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5223														
449	449	2691/2	2691/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5224														
449	449	1346	1346	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5225														
449	449	2693/2	2693/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5226														
450	450	1347	1347	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5227														
450	450	2695/2	2695/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5228														
450	450	1348	1348	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5229														
450	450	2697/2	2697/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5230														
450	450	1349	1349	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5231														
450	450	2699/2	2699/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5232														
450	450	1347	1347	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5233														
450	450	2695/2	2695/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5234														
450	450	1348	1348	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5235														
450	450	2697/2	2697/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5236														
450	450	1349	1349	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5237														
450	450	2699/2	2699/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5238														
450	450	1347	1347	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5239														
450	450	2695/2	2695/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5240														
450	450	1348	1348	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5241														
450	450	2697/2	2697/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5242														
450	450	1349	1349	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5243														
450	450	2699/2	2699/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5244														
450	450	1347	1347	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5245														
450	450	2695/2	2695/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5246														
450	450	1348	1348	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5247														
450	450	2697/2	2697/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5248														
450	450	1349	1349	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5249														
450	450	2699/2	2699/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5250														
451	451	1350	1350	0.0	0	0	Dynamic	3/4	1	1	0					ff													
451	451	1350	1350	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5251										557				
451	451	2701/2	2701/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5252										557				
451	451	1351	1351	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5253														
451	451	2703/2	2703/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5254		articStaccatoAbove												
451	451	1352	1352	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5255		articStaccatoAbove												
451	451	2705/2	2705/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5256		articStaccatoAbove												
451	451	1350	1350	0.0	0	0	Dynamic	3/4	2	1	0					ff													
451	451	1350	1350	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5257		articStaccatoAbove												
451	451	2701/2	2701/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5258		articStaccatoAbove												
451	451	1351	1351	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5259		articStaccatoBelow												
451	451	1350	1350	0.0	0	0	Dynamic	3/4	3	1	0					ff													
451	451	1350	1350	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5260		articStaccatoAbove												
451	451	2701/2	2701/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5261		articStaccatoAbove												
451	451	1351	1351	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5262		articStaccatoAbove												
451	451	1350	1350	0.0	0	0	Dynamic	3/4	4	1	0					ff													
451	451	1350	1350	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5263		articStaccatoAbove												
451	451	2701/2	2701/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5264		articStaccatoAbove												
451	451	1351	1351	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5265		articStaccatoAbove												
452	452	1353	1353	0.0	0	0	StaffText	3/4	1	1	0							dimin.											
452	452	1353	1353	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5266										558				
452	452	2707/2	2707/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5267										558				
452	452	1354	1354	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5268														
452	452	2709/2	2709/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5269		articStaccatoAbove												
452	452	1355	1355	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5270		articStaccatoAbove												
452	452	2711/2	2711/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5271		articStaccatoAbove												
453	453	1356	1356	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5272										559				
453	453	2713/2	2713/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5273										559				
453	453	1357	1357	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5274														
453	453	2715/2	2715/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5275		articStaccatoAbove												
453	453	1358	1358	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5276		articStaccatoAbove												
453	453	2717/2	2717/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5277		articStaccatoAbove												
454	454	1359	1359	0.0	0	0	Dynamic	3/4	1	1	0					p													
454	454	1359	1359	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5278										560				
454	454	2719/2	2719/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5279										560				
454	454	1360	1360	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5280														
454	454	2721/2	2721/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5281		articStaccatoAbove												
454	454	1361	1361	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5282		articStaccatoAbove												
454	454	2723/2	2723/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5283		articStaccatoAbove												
454	454	1359	1359	0.0	0	0	Dynamic	3/4	2	1	0					p													
454	454	1359	1359	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5284										561				
454	454	1359	1359	0.0	0	0	Dynamic	3/4	3	1	0					p													
454	454	1359	1359	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5285										562				
454	454	1359	1359	0.0	0	0	Dynamic	3/4	4	1	0					p													
454	454	1359	1359	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5286										563				
455	455	1362	1362	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5287										564				
455	455	2725/2	2725/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5288										564				
455	455	1363	1363	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5289														
455	455	2727/2	2727/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5290		articStaccatoAbove												
455	455	1364	1364	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5291		articStaccatoAbove												
455	455	2729/2	2729/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5292		articStaccatoAbove												
455	455	1362	1362	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5293										561				
455	455	1362	1362	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5294										562				
455	455	1362	1362	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5295										563				
456	456	1365	1365	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5296										565				
456	456	2731/2	2731/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5297										565				
456	456	1366	1366	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5298														
456	456	2733/2	2733/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5299		articStaccatoAbove												
456	456	1367	1367	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5300		articStaccatoAbove												
456	456	2735/2	2735/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5301		articStaccatoAbove												
456	456	1365	1365	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5302										561				
456	456	1365	1365	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5303										562				
456	456	1365	1365	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5304										563				
457	457	1368	1368	0.0	0	0	Spanner	3/4	1	1	0																	18	
457	457	1368	1368	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5305										566			18	
457	457	2737/2	2737/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5306										566			18	
457	457	1369	1369	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5307													18	
457	457	2739/2	2739/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5308		articStaccatoAbove											18	
457	457	1370	1370	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5309		articStaccatoAbove											18	
457	457	2741/2	2741/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5310		articStaccatoAbove											18	
457	457	1368	1368	0.0	0	0	Spanner	3/4	2	1	0																	19	
457	457	1368	1368	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5311													19	
457	457	1368	1368	0.0	0	0	Spanner	3/4	3	1	0																	20	
457	457	1368	1368	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5312													20	
457	457	1368	1368	0.0	0	0	Spanner	3/4	4	1	0														563			21	
457	457	1368	1368	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5313										563			21	
458	458	1371	1371	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5314										567			18	
458	458	2743/2	2743/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5315										567			18	
458	458	1372	1372	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5316													18	
458	458	2745/2	2745/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																		
458	458	2745/2	2745/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5317		articStaccatoAbove												
458	458	1373	1373	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5318		articStaccatoAbove												
458	458	2747/2	2747/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5319		articStaccatoAbove												
458	458	1371	1371	0.0	0	0	Spanner	3/4	2	1	0																		
458	458	1371	1371	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5320										568				
458	458	1371	1371	0.0	0	0	Spanner	3/4	3	1	0																		
458	458	1371	1371	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5321										569				
458	458	1371	1371	0.0	0	0	Spanner	3/4	4	1	0																		
458	458	1371	1371	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5322										570				
459	459	1374	1374	0.0	0	0	Dynamic	3/4	1	1	0					pp													
459	459	1374	1374	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5323										571				
459	459	2749/2	2749/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5324										571				
459	459	1375	1375	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5325										571				
459	459	2751/2	2751/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5326										571				
459	459	1376	1376	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5327										571				
459	459	2753/2	2753/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5328														
459	459	1374	1374	0.0	0	0	Dynamic	3/4	2	1	0					pp									568				
459	459	1374	1374	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5329										568				
459	459	1374	1374	0.0	0	0	Dynamic	3/4	3	1	0					pp									569				
459	459	1374	1374	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5330										569				
459	459	1374	1374	0.0	0	0	Dynamic	3/4	4	1	0					pp													
459	459	1374	1374	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5331														
460	460	1377	1377	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5332										572				
460	460	2755/2	2755/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5333										572				
460	460	1378	1378	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5334										572				
460	460	2757/2	2757/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5335										572				
460	460	1379	1379	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5336										572				
460	460	2759/2	2759/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5337														
460	460	1377	1377	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5338														
460	460	1377	1377	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5339														
460	460	1377	1377	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5340														
461	461	1380	1380	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5341														
461	461	2763/2	2763/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					p													
461	461	2763/2	2763/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5342														
461	461	1382	1382	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5343														
461	461	2765/2	2765/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5344														
461	461	1380	1380	0.0	0	0	Dynamic	3/4	2	1	0					p													
461	461	1380	1380	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5345		articStaccatoBelow												
461	461	2761/2	2761/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5346		articStaccatoBelow												
461	461	1381	1381	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5347		articStaccatoBelow												
461	461	2763/2	2763/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5348		articAccentStaccatoBelow												
461	461	1382	1382	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5349		articStaccatoBelow												
461	461	2765/2	2765/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5350		articStaccatoBelow												
461	461	1380	1380	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5351														
461	461	1380	1380	0.0	0	0	Dynamic	3/4	4	1	0					p													
461	461	1380	1380	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5352														
461	461	1381	1381	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5353														
462	462	1383	1383	0.0	0	0	StaffText	3/4	1	1	0							cresc.											
462	462	1383	1383	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	5354		articAccentBelow								573				
462	462	2769/2	2769/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5355														
462	462	1385	1385	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5356														
462	462	2771/2	2771/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5357														
462	462	1383	1383	0.0	0	0	StaffText	3/4	2	1	0							cresc.											
462	462	1383	1383	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5358														
462	462	2767/2	2767/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5359														
462	462	1384	1384	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5360														
462	462	2769/2	2769/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5361														
462	462	1385	1385	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5362														
462	462	2771/2	2771/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5363														
462	462	1383	1383	0.0	0	0	StaffText	3/4	4	1	0							cresc.											
462	462	1383	1383	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5364														
462	462	1384	1384	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5365														
463	463	1386	1386	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	5366		articAccentBelow								574				
463	463	2775/2	2775/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5367														
463	463	1388	1388	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5368														
463	463	2777/2	2777/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5369														
463	463	1386	1386	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5370														
463	463	2773/2	2773/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5371														
463	463	1387	1387	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5372														
463	463	2775/2	2775/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5373														
463	463	1388	1388	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5374														
463	463	2777/2	2777/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5375														
463	463	1386	1386	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5376														
463	463	1387	1387	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5377														
464	464	1389	1389	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	5378		articAccentAbove								575				
464	464	2781/2	2781/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5379														
464	464	1391	1391	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5380														
464	464	2783/2	2783/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5381														
464	464	1389	1389	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5382														
464	464	2779/2	2779/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5383														
464	464	1390	1390	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5384														
464	464	2781/2	2781/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5385														
464	464	1391	1391	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5386														
464	464	2783/2	2783/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5387														
464	464	1389	1389	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5388														
464	464	1390	1390	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5389														
465	465	1392	1392	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5390														
465	465	2785/2	2785/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5391														
465	465	1393	1393	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	5392														
465	465	1394	1394	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	5393														
465	465	1392	1392	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5394														
465	465	2785/2	2785/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5395														
465	465	1393	1393	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5396														
465	465	2787/2	2787/2	0.0	3/8	3/8	StaffText	3/4	2	1	0							cresc.											
465	465	2787/2	2787/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5397														
465	465	1394	1394	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5398														
465	465	2789/2	2789/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5399														
465	465	2785/2	2785/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					p													
465	465	2785/2	2785/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5400														
465	465	1393	1393	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5401														
465	465	2787/2	2787/2	0.0	3/8	3/8	StaffText	3/4	3	1	0							cresc.											
465	465	2787/2	2787/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5402														
465	465	1394	1394	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5403														
465	465	2789/2	2789/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5404														
465	465	1392	1392	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5405														
465	465	1394	1394	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	5406														
466	466	1395	1395	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5407														
466	466	1396	1396	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	5408														
466	466	1397	1397	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	5409														
466	466	1395	1395	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5410		articAccentBelow								576				
466	466	2793/2	2793/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5411														
466	466	1397	1397	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5412														
466	466	2795/2	2795/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5413														
466	466	1395	1395	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5414														
466	466	2791/2	2791/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5415														
466	466	1396	1396	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5416														
466	466	2793/2	2793/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5417														
466	466	1397	1397	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5418														
466	466	2795/2	2795/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5419														
466	466	1395	1395	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5420														
466	466	1397	1397	0.0	1/2	1/2	StaffText	3/4	4	1	0							cresc.											
466	466	1397	1397	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	5421														
467	467	1398	1398	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5422														
467	467	1399	1399	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	5423														
467	467	1400	1400	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	5424														
467	467	1398	1398	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5425		articAccentBelow								577				
467	467	2799/2	2799/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5426														
467	467	1400	1400	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5427														
467	467	2801/2	2801/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5428														
467	467	1398	1398	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5429														
467	467	2797/2	2797/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5430														
467	467	1399	1399	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5431														
467	467	2799/2	2799/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5432														
467	467	1400	1400	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5433														
467	467	2801/2	2801/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5434														
467	467	1398	1398	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5435														
467	467	1400	1400	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	5436														
468	468	1401	1401	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5437														
